nýtsluland;1993 Jan;1993 Feb;1993 Mar;1993 Apr;1993 Mai;1993 Jun;1993 Jul;1993 Aug;1993 Sep;1993 Okt;1993 Nov;1993 Des;1994 Jan;1994 Feb;1994 Mar;1994 Apr;1994 Mai;1994 Jun;1994 Jul;1994 Aug;1994 Sep;1994 Okt;1994 Nov;1994 Des;1995 Jan;1995 Feb;1995 Mar;1995 Apr;1995 Mai;1995 Jun;1995 Jul;1995 Aug;1995 Sep;1995 Okt;1995 Nov;1995 Des;1996 Jan;1996 Feb;1996 Mar;1996 Apr;1996 Mai;1996 Jun;1996 Jul;1996 Aug;1996 Sep;1996 Okt;1996 Nov;1996 Des;1997 Jan;1997 Feb;1997 Mar;1997 Apr;1997 Mai;1997 Jun;1997 Jul;1997 Aug;1997 Sep;1997 Okt;1997 Nov;1997 Des;1998 Jan;1998 Feb;1998 Mar;1998 Apr;1998 Mai;1998 Jun;1998 Jul;1998 Aug;1998 Sep;1998 Okt;1998 Nov;1998 Des;1999 Jan;1999 Feb;1999 Mar;1999 Apr;1999 Mai;1999 Jun;1999 Jul;1999 Aug;1999 Sep;1999 Okt;1999 Nov;1999 Des;2000 Jan;2000 Feb;2000 Mar;2000 Apr;2000 Mai;2000 Jun;2000 Jul;2000 Aug;2000 Sep;2000 Okt;2000 Nov;2000 Des;2001 Jan;2001 Feb;2001 Mar;2001 Apr;2001 Mai;2001 Jun;2001 Jul;2001 Aug;2001 Sep;2001 Okt;2001 Nov;2001 Des;2002 Jan;2002 Feb;2002 Mar;2002 Apr;2002 Mai;2002 Jun;2002 Jul;2002 Aug;2002 Sep;2002 Okt;2002 Nov;2002 Des;2003 Jan;2003 Feb;2003 Mar;2003 Apr;2003 Mai;2003 Jun;2003 Jul;2003 Aug;2003 Sep;2003 Okt;2003 Nov;2003 Des;2004 Jan;2004 Feb;2004 Mar;2004 Apr;2004 Mai;2004 Jun;2004 Jul;2004 Aug;2004 Sep;2004 Okt;2004 Nov;2004 Des;2005 Jan;2005 Feb;2005 Mar;2005 Apr;2005 Mai;2005 Jun;2005 Jul;2005 Aug;2005 Sep;2005 Okt;2005 Nov;2005 Des;2006 Jan;2006 Feb;2006 Mar;2006 Apr;2006 Mai;2006 Jun;2006 Jul;2006 Aug;2006 Sep;2006 Okt;2006 Nov;2006 Des;2007 Jan;2007 Feb;2007 Mar;2007 Apr;2007 Mai;2007 Jun;2007 Jul;2007 Aug;2007 Sep;2007 Okt;2007 Nov;2007 Des;2008 Jan;2008 Feb;2008 Mar;2008 Apr;2008 Mai;2008 Jun;2008 Jul;2008 Aug;2008 Sep;2008 Okt;2008 Nov;2008 Des;2009 Jan;2009 Feb;2009 Mar;2009 Apr;2009 Mai;2009 Jun;2009 Jul;2009 Aug;2009 Sep;2009 Okt;2009 Nov;2009 Des;2010 Jan;2010 Feb;2010 Mar;2010 Apr;2010 Mai;2010 Jun;2010 Jul;2010 Aug;2010 Sep;2010 Okt;2010 Nov;2010 Des;2011 Jan;2011 Feb;2011 Mar;2011 Apr;2011 Mai;2011 Jun;2011 Jul;2011 Aug;2011 Sep;2011 Okt;2011 Nov;2011 Des;2012 Jan;2012 Feb;2012 Mar;2012 Apr;2012 Mai;2012 Jun;2012 Jul;2012 Aug;2012 Sep;2012 Okt;2012 Nov;2012 Des;2013 Jan;2013 Feb;2013 Mar;2013 Apr;2013 Mai;2013 Jun;2013 Jul;2013 Aug;2013 Sep;2013 Okt;2013 Nov;2013 Des;2014 Jan;2014 Feb;2014 Mar;2014 Apr;2014 Mai;2014 Jun;2014 Jul;2014 Aug;2014 Sep;2014 Okt;2014 Nov;2014 Des;2015 Jan;2015 Feb;2015 Mar;2015 Apr;2015 Mai;2015 Jun;2015 Jul;2015 Aug;2015 Sep;2015 Okt;2015 Nov;2015 Des;2016 Jan;2016 Feb;2016 Mar;2016 Apr;2016 Mai;2016 Jun;2016 Jul;2016 Aug;2016 Sep;2016 Okt;2016 Nov;2016 Des;2017 Jan;2017 Feb;2017 Mar;2017 Apr;2017 Mai;2017 Jun;2017 Jul;2017 Aug;2017 Sep;2017 Okt;2017 Nov;2017 Des;2018 Jan;2018 Feb;2018 Mar;2018 Apr;2018 Mai;2018 Jun;2018 Jul;2018 Aug;2018 Sep;2018 Okt;2018 Nov;2018 Des;2019 Jan;2019 Feb;2019 Mar;2019 Apr;2019 Mai;2019 Jun;2019 Jul;2019 Aug;2019 Sep;2019 Okt;2019 Nov;2019 Des;2020 Jan;2020 Feb;2020 Mar;2020 Apr;2020 Mai;2020 Jun;2020 Jul;2020 Aug;2020 Sep;2020 Okt;2020 Nov;2020 Des;2021 Jan;2021 Feb;2021 Mar;2021 Apr;2021 Mai;2021 Jun;2021 Jul;2021 Aug;2021 Sep;2021 Okt;2021 Nov;2021 Des;2022 Jan;2022 Feb;2022 Mar;2022 Apr;2022 Mai;2022 Jun;2022 Jul;2022 Aug;2022 Sep;2022 Okt;2022 Nov;2022 Des;2023 Jan;2023 Feb;2023 Mar;2023 Apr;2023 Mai;2023 Jun;2023 Jul;2023 Aug;2023 Sep;2023 Okt;2023 Nov
Kongo, Dem. Lýðveldið;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105.5;0;0;0;0;0;0;0;0;0;204.2;0;0;0;0;256.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206.1;0;0
Kosta Rika;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147.1;104.9;0;0;0;0;0;0;0;0;0;0;0;0;0;117.6;151.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kroatia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;490.0;0;0;0;0;0;0;0;0;800.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1443.0;0;0;0;0;818.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kuba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8099.1;0;0;3085.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;648.6;0;0;0;0;0;0;0;0;0;0;595.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;633.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kuvait;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;405.4;0;0;0;0;0;0;817.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.3;0;0;19.0;0;0;0;0;0;0;0;233.4;0;0;0;0;0;0;0;23.0;0;20.7;0;0;0;0;0;0;0;0;0;0;0;422.5;48.3;139.1;393.0;483.1;491.3;88.7;254.5;0;0;184.0;331.1;303.5;0;50.3;0;0;0;0;43.7;0;44.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kýpros;0;0;0;0;0;0;6902.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441.7;0;0;0;0;0;0;0;0;0;0;0;0;0;158.0;0;0;0;0;0;88.4;0;0;0;0;0;0;0;0;0;277.5;404.2;0;0;0;0;0;0;88.6;0;0;0;0;155.7;195.5;86887.4;97.6;0;164.3;82.2;334.8;410.4;0;0;101.7;101.3;313.5;0;0;631.3;255.3;295.9;484.4;559.3;616.3;331.8;110.5;530.3;331.9;666.5;99.6;210.4;377.6;430.0;370.4;370.3;493.8;602.7;0;464.3;492.9;1345.6;349.2;751.5;276.5;598.2;691.1;461.8;795.9;1299.9;717.0;845.5;834.2;15.4;0;0;0;71.5;0;506.8;0;0;0;29.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;438.7;0;0;359.0;73.8;88.0;0;0;887.5;0;101.9;0;0;0;0;189.8;55.9;0;411.6;0;44.5;44.5;52.3;368.6;0;238.0;44.4;133.1;88.7;0;406.2;88.6;266.0;44.3;88.6;132.8;132.8;0;181.9;173.8;101.4;0;347.8;633.0;754.2;726.8;0;0;0;0;809.1;0;2605.2;24.2;2010.0;554.2;1137.7;82.2;0;0;0;859.3;202.4;177.2;0;330.5;0;74.2;79.6
Lettland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;916.4;0;570.3;977.0;0;0;0;0;0;0;0;0;0;5141.1;0;0;0;0;1643.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16000.0;0;0;0;0;710.9;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149.3;0;0;8.9;0;0;0;0;73.5;0;0;0;123.0;240.6;0;550.0;284.4;0;56.3;1582.6;2330.9;8383.3;4086.9;908.4;0;0;0;0;0;0;0;0;0;0;0;1293.0;0;0;68.8;0;0;0;347.3;58.6;0;0;546.0;395.0;0;0;194.3;424.0;0;0;0;0;744.0;0;825.4;0;0;0;300.8;16.8;0;0;0;0;0;691.2;0;700.0;0;0;1.0;53.2;0;114.1;587.3;823.8;0;0;357.0;336.8;0;0;358.4;434.0;0;0;0;298.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.9;16.7;23.6;0;0;0;22.1;23.3;27.6;21.6;16.2;18.2;0;0;12.6;187.4;0;0;10.3;0;0;11.6;11.1;0;0;0;0;0;0;0;0;0;0;0;0;8.9;297.6;0;0;0;0;12.6;15.9;0;0;68.0;0;0;2037.3;0;272.1;2199.9;0;0;3096.5;0;0;9.7;10.4;0;3874.6;0;0;5.3;1.2;5.0;0;5.7;0;0;4.3;12460.8;0;6.9;0;248.2;430.6;147.7;0;0;3.5;6.1;3110.3;2981.7;320.2;113.3;7101.9;528.8;121.9;99.0;0;105.4;487.7;530.5;7.6;3.3;342.7;2.7;0;2.3;2.3;339.2;1216.5;174.1;2134.2;7565.4;15704.0;7925.5;0;1066.0;0;575.1;751.1;0;2.1;102.7;11312.6;0;221.0;111.7;1260.2;322.8
Libanon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.2;55.5;93.2;0;456.9;0;0;0;0;33.1;538.3;595.1;456.4;148.0;153.9;586.6;0;25.3;26.0;0;654.7;397.1;250.6;194.1;0;185.2;0;119.3;0;0;79.6;814.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247.0;185.3;0;669.3;0;0;0;0;1150.4;934.8;0;0;0;385.9;0;0;0;0;0;0;0;0;399.6;225.1;0;0;225.2;0;0;0;330.7;666.3;308.0;169.8;476.1;0;0;0;0;0;0;528.3;0;0;113.8;0;140.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;632.7;0;0;0;0;27.2;0;0;0;0;0;0;0;0;0;0;0;0;587.4;0;0
Liberia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1637.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;647.2;0;0;0;0;0;0;0;0;0;0;0;761.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1503.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367.8;414.0;0;0;0;0;0;0;0;0;0;0;0;500.4;0;41.7;0;0;0;0;0;67.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2207.4;0;0;0;0;0;0;0;2060.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193.7;1011.0;0;0;0
Litava;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1677.0;1300.3;2470.4;1633.5;0;0;0;0;1220.6;626.7;1459.7;0;2666.7;682.6;2774.2;6127.5;1975.4;4396.0;4483.2;506.9;737.8;609.6;164.5;0;0;0;0;0;0;0;0;743.1;0;0;0;0;225.0;0;0;0;0;0;0;0;0;0;0;0;0;0;328.2;0;436.8;1336.8;927.5;0;857.4;0;1158.4;0;433.7;659.4;819.5;465.2;695.4;383.4;1098.1;720.3;0;372.5;1439.3;140.1;853.3;0;0;0;0;0;0;852.1;0;0;0;0;436.0;0;0;0;0;0;684.8;209.2;0;2.8;1259.1;0;0;11086.4;0;0;754.7;0;124.6;679.6;117.8;444.0;135.7;737.4;2007.0;0;3970.7;6694.4;4188.3;7440.6;7961.2;623.4;454.2;1849.1;4115.0;928.8;154.0;957.9;6418.9;150.2;3591.8;1311.9;1210.9;2240.0;1752.4;783.0;259.1;4132.1;142.2;774.4;0;0;994.2;497.5;0;1164.5;276.3;0;988.1;1152.1;524.0;533.7;37.2;822.2;135.6;1146.6;218.4;2145.6;29.2;3945.8;10.3;3051.2;0;0;0;0;152.7;1177.2;199.6;4628.0;6661.4;5074.0;407.4;1844.7;6753.6;0;0;1891.1;66.3;3491.1;4067.9;9381.1;2857.1;3815.9;0;610.9;81.2;0;0;2699.2;0;37351.2;4121.6;14153.6;2516.8;2148.7;8586.4;6221.2;10574.6;4442.7;302.0;659.0;6885.5;0;13766.2;25519.2;12296.1;8130.1;2022.6;3417.8;5364.9;5966.4;2850.5;0;889.5;6604.3;364.8;10.4;0;1404.9;3.0;2409.9;2873.0;3658.2;11385.6;2056.9;812.3;1386.4;9850.6;6451.4;16057.4;5951.7;10202.3;7988.2;652.1;345.7;11660.9;5633.2;5820.1;8086.1;718.8;15140.4;2765.1;3140.4;9754.4;4627.8;5111.3;16987.5;555.3;434.0;451.5;2956.0;2074.9;9533.8;8439.2;4307.8;1422.1;7595.0;9227.7;3239.2;7113.6;5407.2;5959.8;1827.3;8956.2;5408.9;1277.2;1343.7;6077.2;676.0;4014.3;4267.5;2998.1;1072.1;1.6;8232.7;8672.8;10854.2;767.2;9032.7;7627.3;19027.4;94.6;55.1;786.9;7593.5;34.3;4358.3;4314.8;14603.1;7176.6;3100.0;5817.0;2643.6;4036.1;487.0;870.7;1018.9;1530.2;3001.8;5334.5;29895.5;10508.2;5004.1;10759.9;17476.0;3345.4;5980.1;0;1050.5;3006.8;270.1;1853.9;2650.3;6325.4;21347.1;861.9;10545.2;1114.7;3005.4;6357.4;1724.9;8361.0;10402.9;26424.0;19297.7;18132.4;12775.0;6239.6;7454.4;9163.0;3126.5;246.8;7803.4;0;6171.8;8963.2;4157.5;19213.4
Luksemborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58.9;184.8;18.3;0;0;54.3;16.8;57.7;60.5;27.0;62.7;17.2;20.9;48.6;0;752.0;0;16.8;31.6;127.0;51.0;55.0;27.6;83.4;329.9;41.3;13.7;454.8;55.2;94.6;16.7;210.5;332.3;123.0;0;0;10.1;0;11.4;37.2;40.2;51.8;28.6;697.1;94.6;44.8;435.1;102.8;107.6;0;22.4;20.8;20.6;46.9;0;53.4;0;0;42.0;0;20.2;22.7;0;95.3;53.2;43.9;0;67.6;31.2;33.5;64.0;60.8;44.6;126.2;81.3;31.5;26.0;58.6;87.0;75.2;63.8;87.9;52.6;71.4;135.5;60.7;63.5;65.0;94.7;60.8;65.4;65.7;109.2;94.0;45.1;116.9;117.5;142.8;715.4;1304.4;569.3;120.5;116.3;118.3;114.6;103.8;90.6;113.9;80.9;180.7;130.1;74.8;69.3;76.0;53.6;121.7;128.8;133.2;207.2;36.1;79.4;187.9;0;0;0;0;0;0;0;1158.1;937.8;29.0;0;360.0;0;0;0;0;0;71.8;350.9;416.9;0;669.0;0;17.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malaisia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;440.8;415.1;377.8;146.5;0;500.5;216.4;311.9;228.0;456.5;154.8;83.4;0;0;599.3;482.1;382.9;1142.5;963.7;733.5;359.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.4;0;0;0;0;0;0;0;0;6.3;0;0;22.1;0;0;0;1.1;0;0;0;0;293.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;534.1;0;0;0;0;0;0;0;0;0;0;4579.7;4040.8;0;0;0;0;0;0;0;0;0;0;0;0;491.2;0;577.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219.3;0;0;0;95.7;0;0;0;0;0;0;0;0;218.8;0;0;0;0;0;0;0;0;0;271.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;264.5;0;506.5;0;0;0;0;0;367.0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;10.5;0;0;0;0
